Name,year,month,CHLcal
Chippewa,2014,11,3.01648
Cuivre,2014,11,16.02739
Dardenne,2014,11,2.28553
Maquotketa,2014,11,4.91695
Vermillion,2014,11,5.94028
Wapsipinicon,2014,11,49.21252
Apple,2015,11,0.83407
BlackRiver,2015,11,2.35895
Cannon,2015,11,18.5608
Chippewa,2015,11,7.88664
Cuivre,2015,11,72.88465
Dardenne,2015,11,1.4059
Maquotketa,2015,11,1.97773
Vermillion,2015,11,98.04517
Wapsipinicon,2015,11,143.79157
Apple,2016,11,0.85487
BlackRiver,2016,11,3.22568
Cannon,2016,11,51.7361
Chippewa,2016,11,2.86094
Cuivre,2016,11,1.40198
Dardenne,2016,11,2.86094
Maquotketa,2016,11,8.69678
Vermillion,2016,11,16.53869
Wapsipinicon,2016,11,6.1436
Apple,2017,11,0.86619
BlackRiver,2017,11,1.23872
Cannon,2017,11,26.7573
Chippewa,2017,11,1.23872
Cuivre,2017,11,6.26793
Dardenne,2017,11,0.30739
Maquotketa,2017,11,2.54259
Vermillion,2017,11,8.50313
Wapsipinicon,2017,11,2.91512
Apple,2018,11,12.2373
BlackRiver,2018,11,3.2162
Cannon,2018,11,66.8226
Chippewa,2018,11,5.3568
Cuivre,2018,11,6.2742000000000004
Dardenne,2018,11,13.7663
Maquotketa,2018,11,11.167
Vermillion,2018,11,23.5519
Wapsipinicon,2018,11,7.1916
Apple,1998,12,2.70242666666667
BlackRiver,1998,12,4.84838666666667
Cannon,1998,12,41.01748
Chippewa,1998,12,11.31076
Cuivre,1998,12,50.07316
Dardenne,1998,12,4.39188
Maquotketa,1998,12,4.39188
Vermillion,1998,12,25.28792
Wapsipinicon,1998,12,4.9754
Apple,1999,12,4.23524
BlackRiver,1999,12,3.58672
Cannon,1999,12,18.2926966666667
Chippewa,1999,12,8.55355
Cuivre,1999,12,80.0299833333333
Dardenne,1999,12,2.81088666666667
Maquotketa,1999,12,9.94859
Vermillion,1999,12,6.44558666666667
Wapsipinicon,1999,12,34.06764
Apple,2000,12,5.50282
BlackRiver,2000,12,3.1931
Cannon,2000,12,4.18298
Chippewa,2000,12,3.02812
Cuivre,2000,12,4.67792
Dardenne,2000,12,3.11061
Maquotketa,2000,12,6.57519
Vermillion,2000,12,5.91527
Wapsipinicon,2000,12,16.22652
Apple,2001,12,5.15546
BlackRiver,2001,12,3.01794
Cannon,2001,12,7.36932
Chippewa,2001,12,4.31572
Cuivre,2001,12,9.4305
Dardenne,2001,12,4.31572
Maquotketa,2001,12,2.71258
Vermillion,2001,12,9.8122
Wapsipinicon,2001,12,20.00359
Apple,2003,12,NA
BlackRiver,2003,12,2.37413
Cannon,2003,12,2.88698
Chippewa,2003,12,6.43748
Cuivre,2003,12,1.74293
Dardenne,2003,12,3.99158
Maquotketa,2003,12,6.59528
Vermillion,2003,12,13.93298
Wapsipinicon,2003,12,9.90908
